CPP,Indicator,Type,Year,value
North Ayrshire,Out Of Work Benefits,Raw data,2010/11,18.292871455300318
North Lanarkshire,Out Of Work Benefits,Raw data,2010/11,17.431906159150852
Orkney Islands,Out Of Work Benefits,Raw data,2010/11,6.987233222848765
Perth and Kinross,Out Of Work Benefits,Raw data,2010/11,9.186637950408882
Renfrewshire,Out Of Work Benefits,Raw data,2010/11,15.612190932127831
Scotland,Out Of Work Benefits,Raw data,2010/11,13.929700363301894
Scottish Borders,Out Of Work Benefits,Raw data,2010/11,10.177609522786897
Shetland Islands,Out Of Work Benefits,Raw data,2010/11,7.100234920388345
South Ayrshire,Out Of Work Benefits,Raw data,2010/11,14.271608390622683
South Lanarkshire,Out Of Work Benefits,Raw data,2010/11,14.921315518779824
Stirling,Out Of Work Benefits,Raw data,2010/11,11.077391857506038
West Dunbartonshire,Out Of Work Benefits,Raw data,2010/11,19.39277813030332
West Lothian,Out Of Work Benefits,Raw data,2010/11,13.718486596309459
Aberdeen City,Out Of Work Benefits,Raw data,2011/12,9.243126461265064
Aberdeenshire,Out Of Work Benefits,Raw data,2011/12,6.670843925867553
Angus,Out Of Work Benefits,Raw data,2011/12,10.798906831912525
Argyll and Bute,Out Of Work Benefits,Raw data,2011/12,11.484938011107685
Clackmannanshire,Out Of Work Benefits,Raw data,2011/12,16.793709065392132
Dumfries and Galloway,Out Of Work Benefits,Raw data,2011/12,12.464244560352673
Dundee City,Out Of Work Benefits,Raw data,2011/12,17.29861968070003
East Ayrshire,Out Of Work Benefits,Raw data,2011/12,10.913713220843285
East Dunbartonshire,Out Of Work Benefits,Raw data,2011/12,12.396564031901383
East Lothian,Out Of Work Benefits,Raw data,2011/12,13.018480945982592
East Renfrewshire,Out Of Work Benefits,Raw data,2011/12,11.92590979863092
"Edinburgh, City of",Out Of Work Benefits,Raw data,2011/12,10.819970311244631
Eilean Siar,Out Of Work Benefits,Raw data,2011/12,10.755843649744538
Falkirk,Out Of Work Benefits,Raw data,2011/12,12.312245689533057
Fife,Out Of Work Benefits,Raw data,2011/12,14.989774740213086
Glasgow City,Out Of Work Benefits,Raw data,2011/12,19.456298467706407
Highland,Out Of Work Benefits,Raw data,2011/12,14.522831465725694
Inverclyde,Out Of Work Benefits,Raw data,2011/12,19.51866130042601
Midlothian,Out Of Work Benefits,Raw data,2011/12,12.93589421887155
Moray,Out Of Work Benefits,Raw data,2011/12,9.160159577283295
North Ayrshire,Out Of Work Benefits,Raw data,2011/12,18.411325755142038
North Lanarkshire,Out Of Work Benefits,Raw data,2011/12,17.330531600366587
Orkney Islands,Out Of Work Benefits,Raw data,2011/12,7.34117402394633
Perth and Kinross,Out Of Work Benefits,Raw data,2011/12,9.326368690369797
Renfrewshire,Out Of Work Benefits,Raw data,2011/12,15.850731189006284
Scotland,Out Of Work Benefits,Raw data,2011/12,13.833629557826137
Scottish Borders,Out Of Work Benefits,Raw data,2011/12,10.360076356668015
Shetland Islands,Out Of Work Benefits,Raw data,2011/12,6.800030227495496
South Ayrshire,Out Of Work Benefits,Raw data,2011/12,14.362485918467712
South Lanarkshire,Out Of Work Benefits,Raw data,2011/12,14.920802053480228
Stirling,Out Of Work Benefits,Raw data,2011/12,11.05509283783034
West Dunbartonshire,Out Of Work Benefits,Raw data,2011/12,19.707456773672767
West Lothian,Out Of Work Benefits,Raw data,2011/12,13.498983946393103
Aberdeen City,Out Of Work Benefits,Raw data,2012/13,8.725965574428942
Aberdeenshire,Out Of Work Benefits,Raw data,2012/13,6.2931466900912145
Angus,Out Of Work Benefits,Raw data,2012/13,10.520506731194867
Argyll and Bute,Out Of Work Benefits,Raw data,2012/13,11.437686475241719
Clackmannanshire,Out Of Work Benefits,Raw data,2012/13,16.27458712446326
Dumfries and Galloway,Out Of Work Benefits,Raw data,2012/13,12.400837193120157
Dundee City,Out Of Work Benefits,Raw data,2012/13,17.0129186526032
East Ayrshire,Out Of Work Benefits,Raw data,2012/13,10.900675122836924
East Dunbartonshire,Out Of Work Benefits,Raw data,2012/13,12.088665060292929
East Lothian,Out Of Work Benefits,Raw data,2012/13,12.414650619212587
East Renfrewshire,Out Of Work Benefits,Raw data,2012/13,11.593385545899125
"Edinburgh, City of",Out Of Work Benefits,Raw data,2012/13,10.432847997744272
Eilean Siar,Out Of Work Benefits,Raw data,2012/13,10.566593454808935
Falkirk,Out Of Work Benefits,Raw data,2012/13,11.869311623518005
Fife,Out Of Work Benefits,Raw data,2012/13,14.586048515030264
Glasgow City,Out Of Work Benefits,Raw data,2012/13,18.7609215867377
Highland,Out Of Work Benefits,Raw data,2012/13,14.218037857423424
Inverclyde,Out Of Work Benefits,Raw data,2012/13,18.87342862534942
Midlothian,Out Of Work Benefits,Raw data,2012/13,12.70432647317552
Moray,Out Of Work Benefits,Raw data,2012/13,8.978094831631967
North Ayrshire,Out Of Work Benefits,Raw data,2012/13,18.321788636736933
North Lanarkshire,Out Of Work Benefits,Raw data,2012/13,16.88307045879067
Orkney Islands,Out Of Work Benefits,Raw data,2012/13,6.996800619161828
Perth and Kinross,Out Of Work Benefits,Raw data,2012/13,9.201205427365139
Renfrewshire,Out Of Work Benefits,Raw data,2012/13,15.345589652658775
Scotland,Out Of Work Benefits,Raw data,2012/13,13.455816953564717
Scottish Borders,Out Of Work Benefits,Raw data,2012/13,10.22744568354463
Shetland Islands,Out Of Work Benefits,Raw data,2012/13,6.934651711821926
South Ayrshire,Out Of Work Benefits,Raw data,2012/13,14.191925907689813
South Lanarkshire,Out Of Work Benefits,Raw data,2012/13,14.657026334085677
Stirling,Out Of Work Benefits,Raw data,2012/13,10.656010509327196
West Dunbartonshire,Out Of Work Benefits,Raw data,2012/13,19.190662588798727
West Lothian,Out Of Work Benefits,Raw data,2012/13,13.157989902680109
Aberdeen City,Out Of Work Benefits,Raw data,2013/14,7.802775444998796
Aberdeenshire,Out Of Work Benefits,Raw data,2013/14,5.744187011210851
Angus,Out Of Work Benefits,Raw data,2013/14,9.668224542729268
Argyll and Bute,Out Of Work Benefits,Raw data,2013/14,10.404950473117811
Clackmannanshire,Out Of Work Benefits,Raw data,2013/14,15.17903577519704
Dumfries and Galloway,Out Of Work Benefits,Raw data,2013/14,11.590459284677788
Dundee City,Out Of Work Benefits,Raw data,2013/14,16.046832628795283
East Ayrshire,Out Of Work Benefits,Raw data,2013/14,10.079147360663162
East Dunbartonshire,Out Of Work Benefits,Raw data,2013/14,11.223765701542836
East Lothian,Out Of Work Benefits,Raw data,2013/14,11.415963168240832
East Renfrewshire,Out Of Work Benefits,Raw data,2013/14,10.762977508705465
"Edinburgh, City of",Out Of Work Benefits,Raw data,2013/14,9.63432743193179
Eilean Siar,Out Of Work Benefits,Raw data,2013/14,9.859458317993228
Falkirk,Out Of Work Benefits,Raw data,2013/14,11.038225509329724
Fife,Out Of Work Benefits,Raw data,2013/14,13.692364920182731
Glasgow City,Out Of Work Benefits,Raw data,2013/14,17.5775988268392
Highland,Out Of Work Benefits,Raw data,2013/14,13.189078742469995
Inverclyde,Out Of Work Benefits,Raw data,2013/14,17.87376013407009
Midlothian,Out Of Work Benefits,Raw data,2013/14,11.81155505861906
Moray,Out Of Work Benefits,Raw data,2013/14,8.050255042500627
North Ayrshire,Out Of Work Benefits,Raw data,2013/14,17.29911427866339
North Lanarkshire,Out Of Work Benefits,Raw data,2013/14,15.83127563492134
Orkney Islands,Out Of Work Benefits,Raw data,2013/14,6.519327839460076
Perth and Kinross,Out Of Work Benefits,Raw data,2013/14,8.558380739055007
Renfrewshire,Out Of Work Benefits,Raw data,2013/14,14.463903012209013
Scotland,Out Of Work Benefits,Raw data,2013/14,12.54462981276071
Scottish Borders,Out Of Work Benefits,Raw data,2013/14,9.724481685249533
Shetland Islands,Out Of Work Benefits,Raw data,2013/14,6.08846607049926
South Ayrshire,Out Of Work Benefits,Raw data,2013/14,13.362989123449031
South Lanarkshire,Out Of Work Benefits,Raw data,2013/14,13.760345353264093
Stirling,Out Of Work Benefits,Raw data,2013/14,9.746506334177768
West Dunbartonshire,Out Of Work Benefits,Raw data,2013/14,18.357984442379347
West Lothian,Out Of Work Benefits,Raw data,2013/14,12.326963722127012
Aberdeen City,Out Of Work Benefits,Raw data,2014/15,7.0694819269166365
Aberdeenshire,Out Of Work Benefits,Raw data,2014/15,5.2634864473113385
Angus,Out Of Work Benefits,Raw data,2014/15,9.03451731974881
Argyll and Bute,Out Of Work Benefits,Raw data,2014/15,9.672783595272188
Clackmannanshire,Out Of Work Benefits,Raw data,2014/15,14.095833970675772
Dumfries and Galloway,Out Of Work Benefits,Raw data,2014/15,10.682337384536527
Dundee City,Out Of Work Benefits,Raw data,2014/15,15.055881959756832
East Ayrshire,Out Of Work Benefits,Raw data,2014/15,9.445778976708178
East Dunbartonshire,Out Of Work Benefits,Raw data,2014/15,10.5091410654489
East Lothian,Out Of Work Benefits,Raw data,2014/15,10.50488107106208
East Renfrewshire,Out Of Work Benefits,Raw data,2014/15,9.710700385610679
"Edinburgh, City of",Out Of Work Benefits,Raw data,2014/15,8.826032058097956
Eilean Siar,Out Of Work Benefits,Raw data,2014/15,9.10395351290514
Falkirk,Out Of Work Benefits,Raw data,2014/15,10.068129195994112
Fife,Out Of Work Benefits,Raw data,2014/15,12.7536880986129
Glasgow City,Out Of Work Benefits,Raw data,2014/15,16.446123338183217
Highland,Out Of Work Benefits,Raw data,2014/15,12.42456121623577
Inverclyde,Out Of Work Benefits,Raw data,2014/15,16.991193874801823
Midlothian,Out Of Work Benefits,Raw data,2014/15,10.866948264269922
Moray,Out Of Work Benefits,Raw data,2014/15,7.694270307135419
North Ayrshire,Out Of Work Benefits,Raw data,2014/15,16.23143228969338
North Lanarkshire,Out Of Work Benefits,Raw data,2014/15,14.824106658220726
Orkney Islands,Out Of Work Benefits,Raw data,2014/15,6.280127065465766
Perth and Kinross,Out Of Work Benefits,Raw data,2014/15,7.845826209738021
Renfrewshire,Out Of Work Benefits,Raw data,2014/15,13.432957898820138
Scotland,Out Of Work Benefits,Raw data,2014/15,11.665891178671325
Scottish Borders,Out Of Work Benefits,Raw data,2014/15,9.110169733065097
Shetland Islands,Out Of Work Benefits,Raw data,2014/15,5.509975436591498
South Ayrshire,Out Of Work Benefits,Raw data,2014/15,12.480406575449798
South Lanarkshire,Out Of Work Benefits,Raw data,2014/15,12.93906723684241
Stirling,Out Of Work Benefits,Raw data,2014/15,8.885074097713042
West Dunbartonshire,Out Of Work Benefits,Raw data,2014/15,17.04442969290208
West Lothian,Out Of Work Benefits,Raw data,2014/15,11.382325565282418
Aberdeen City,Out Of Work Benefits,Raw data,2015/16,7.418545828629142
Aberdeenshire,Out Of Work Benefits,Raw data,2015/16,5.544001948810089
Angus,Out Of Work Benefits,Raw data,2015/16,9.143123375593552
Argyll and Bute,Out Of Work Benefits,Raw data,2015/16,9.388992015395013
Clackmannanshire,Out Of Work Benefits,Raw data,2015/16,13.05492165531435
Dumfries and Galloway,Out Of Work Benefits,Raw data,2015/16,10.231585176569451
Dundee City,Out Of Work Benefits,Raw data,2015/16,14.335209775434867
East Ayrshire,Out Of Work Benefits,Raw data,2015/16,9.041746714562525
East Dunbartonshire,Out Of Work Benefits,Raw data,2015/16,9.750795935732533
East Lothian,Out Of Work Benefits,Raw data,2015/16,9.827445496634335
East Renfrewshire,Out Of Work Benefits,Raw data,2015/16,9.074164218114307
"Edinburgh, City of",Out Of Work Benefits,Raw data,2015/16,7.854424803897466
Eilean Siar,Out Of Work Benefits,Raw data,2015/16,8.47770909198303
Falkirk,Out Of Work Benefits,Raw data,2015/16,9.40466717492314
Fife,Out Of Work Benefits,Raw data,2015/16,12.235082259351024
Glasgow City,Out Of Work Benefits,Raw data,2015/16,15.04037747245968
Highland,Out Of Work Benefits,Raw data,2015/16,11.744350391629501
Inverclyde,Out Of Work Benefits,Raw data,2015/16,15.961604650639957
Midlothian,Out Of Work Benefits,Raw data,2015/16,10.061052212256367
Moray,Out Of Work Benefits,Raw data,2015/16,7.5956888459714005
North Ayrshire,Out Of Work Benefits,Raw data,2015/16,15.26184862573684
North Lanarkshire,Out Of Work Benefits,Raw data,2015/16,13.49291766029469
Orkney Islands,Out Of Work Benefits,Raw data,2015/16,6.1922010433408765
Perth and Kinross,Out Of Work Benefits,Raw data,2015/16,7.575964907780289
Renfrewshire,Out Of Work Benefits,Raw data,2015/16,12.38614354534179
Scotland,Out Of Work Benefits,Raw data,2015/16,10.936714718647805
Scottish Borders,Out Of Work Benefits,Raw data,2015/16,8.695283704678843
Shetland Islands,Out Of Work Benefits,Raw data,2015/16,5.567805912883041
South Ayrshire,Out Of Work Benefits,Raw data,2015/16,11.81389464269345
South Lanarkshire,Out Of Work Benefits,Raw data,2015/16,12.025506131149367
Stirling,Out Of Work Benefits,Raw data,2015/16,8.053235950631116
West Dunbartonshire,Out Of Work Benefits,Raw data,2015/16,15.696038604608631
West Lothian,Out Of Work Benefits,Raw data,2015/16,10.614358459492896
Aberdeen City,Out Of Work Benefits,Raw data,2016/17,7.796870003414927
Aberdeenshire,Out Of Work Benefits,Raw data,2016/17,5.909410768652966
Angus,Out Of Work Benefits,Raw data,2016/17,9.32333099962484
Argyll and Bute,Out Of Work Benefits,Raw data,2016/17,9.074420532501179
Clackmannanshire,Out Of Work Benefits,Raw data,2016/17,12.68766455282326
Dumfries and Galloway,Out Of Work Benefits,Raw data,2016/17,9.884858255934107
Dundee City,Out Of Work Benefits,Raw data,2016/17,13.684840234530807
East Ayrshire,Out Of Work Benefits,Raw data,2016/17,8.582561319191331
East Dunbartonshire,Out Of Work Benefits,Raw data,2016/17,8.408618636855852
East Lothian,Out Of Work Benefits,Raw data,2016/17,9.320673068498357
East Renfrewshire,Out Of Work Benefits,Raw data,2016/17,8.471183876340199
"Edinburgh, City of",Out Of Work Benefits,Raw data,2016/17,7.440711221499714
Eilean Siar,Out Of Work Benefits,Raw data,2016/17,8.183092276062869
Falkirk,Out Of Work Benefits,Raw data,2016/17,8.862399021394673
Fife,Out Of Work Benefits,Raw data,2016/17,11.593185647052971
Glasgow City,Out Of Work Benefits,Raw data,2016/17,13.982887842704553
Highland,Out Of Work Benefits,Raw data,2016/17,11.145724634978714
Inverclyde,Out Of Work Benefits,Raw data,2016/17,15.32042286220276
Midlothian,Out Of Work Benefits,Raw data,2016/17,9.531878726002502
Moray,Out Of Work Benefits,Raw data,2016/17,7.628478524779074
North Ayrshire,Out Of Work Benefits,Raw data,2016/17,14.437881109487494
North Lanarkshire,Out Of Work Benefits,Raw data,2016/17,12.833150097163035
Orkney Islands,Out Of Work Benefits,Raw data,2016/17,6.29509108762721
Perth and Kinross,Out Of Work Benefits,Raw data,2016/17,7.420618492590189
Renfrewshire,Out Of Work Benefits,Raw data,2016/17,11.744541283388987
Scotland,Out Of Work Benefits,Raw data,2016/17,10.428810975815136
Scottish Borders,Out Of Work Benefits,Raw data,2016/17,8.354727492832602
Shetland Islands,Out Of Work Benefits,Raw data,2016/17,5.7031956527263405
South Ayrshire,Out Of Work Benefits,Raw data,2016/17,11.102319024314003
South Lanarkshire,Out Of Work Benefits,Raw data,2016/17,11.255313025478616
Stirling,Out Of Work Benefits,Raw data,2016/17,7.606276650021063
West Dunbartonshire,Out Of Work Benefits,Raw data,2016/17,14.953980281379037
West Lothian,Out Of Work Benefits,Raw data,2016/17,10.20712296242238
Aberdeen City,Out Of Work Benefits,Projected,2017/18,7.642469950394178
Aberdeenshire,Out Of Work Benefits,Projected,2017/18,5.816460501365276
Angus,Out Of Work Benefits,Projected,2017/18,9.232142312882846
Argyll and Bute,Out Of Work Benefits,Projected,2017/18,8.99615701958785
Clackmannanshire,Out Of Work Benefits,Projected,2017/18,12.478961369479201
Dumfries and Galloway,Out Of Work Benefits,Projected,2017/18,9.812248156017352
Dundee City,Out Of Work Benefits,Projected,2017/18,13.475776783986667
East Ayrshire,Out Of Work Benefits,Projected,2017/18,8.488066886581306
East Dunbartonshire,Out Of Work Benefits,Projected,2017/18,8.354502099278296
East Lothian,Out Of Work Benefits,Projected,2017/18,9.112140574669285
East Renfrewshire,Out Of Work Benefits,Projected,2017/18,8.355525154515629
"Edinburgh, City of",Out Of Work Benefits,Projected,2017/18,7.32178517656836
Eilean Siar,Out Of Work Benefits,Projected,2017/18,8.03796069158763
Falkirk,Out Of Work Benefits,Projected,2017/18,8.7200765191027525
Fife,Out Of Work Benefits,Projected,2017/18,11.48326368528981
Glasgow City,Out Of Work Benefits,Projected,2017/18,13.602288206796064
Highland,Out Of Work Benefits,Projected,2017/18,10.96449912734155
Inverclyde,Out Of Work Benefits,Projected,2017/18,15.092293407726043
Midlothian,Out Of Work Benefits,Projected,2017/18,9.51150595816476
Moray,Out Of Work Benefits,Projected,2017/18,7.549753713091992
North Ayrshire,Out Of Work Benefits,Projected,2017/18,14.315795092002876
North Lanarkshire,Out Of Work Benefits,Projected,2017/18,12.61753015818444
Orkney Islands,Out Of Work Benefits,Projected,2017/18,6.282233730725248
Perth and Kinross,Out Of Work Benefits,Projected,2017/18,7.4196404217634155
Renfrewshire,Out Of Work Benefits,Projected,2017/18,11.58626640955503
Scotland,Out Of Work Benefits,Projected,2017/18,10.261924889495758
Scottish Borders,Out Of Work Benefits,Projected,2017/18,8.33156481808237
Shetland Islands,Out Of Work Benefits,Projected,2017/18,5.647761364400171
South Ayrshire,Out Of Work Benefits,Projected,2017/18,11.008053542964555
South Lanarkshire,Out Of Work Benefits,Projected,2017/18,11.095304402470523
Stirling,Out Of Work Benefits,Projected,2017/18,7.498695186646042
West Dunbartonshire,Out Of Work Benefits,Projected,2017/18,14.700257721524121
West Lothian,Out Of Work Benefits,Projected,2017/18,10.140190057671767
Aberdeen City,Out Of Work Benefits,Projected,2018/19,7.450998826178477
Aberdeenshire,Out Of Work Benefits,Projected,2018/19,5.72443598342386
Angus,Out Of Work Benefits,Projected,2018/19,9.139221277119374
Argyll and Bute,Out Of Work Benefits,Projected,2018/19,8.926229677728106
Clackmannanshire,Out Of Work Benefits,Projected,2018/19,12.265919946480071
Dumfries and Galloway,Out Of Work Benefits,Projected,2018/19,9.739476614264445
Dundee City,Out Of Work Benefits,Projected,2018/19,13.237236908261533
East Ayrshire,Out Of Work Benefits,Projected,2018/19,8.37865661029779
East Dunbartonshire,Out Of Work Benefits,Projected,2018/19,8.290337092594928
East Lothian,Out Of Work Benefits,Projected,2018/19,8.948877288510204
East Renfrewshire,Out Of Work Benefits,Projected,2018/19,8.209410281048937
"Edinburgh, City of",Out Of Work Benefits,Projected,2018/19,7.166947545347502
Eilean Siar,Out Of Work Benefits,Projected,2018/19,7.8956834060309316
Falkirk,Out Of Work Benefits,Projected,2018/19,8.60828018962502
Fife,Out Of Work Benefits,Projected,2018/19,11.33959189279914
Glasgow City,Out Of Work Benefits,Projected,2018/19,13.231343394890372
Highland,Out Of Work Benefits,Projected,2018/19,10.793160634289679
Inverclyde,Out Of Work Benefits,Projected,2018/19,14.883597507546439
Midlothian,Out Of Work Benefits,Projected,2018/19,9.450874037830308
Moray,Out Of Work Benefits,Projected,2018/19,7.477269339653268
North Ayrshire,Out Of Work Benefits,Projected,2018/19,14.221581393956543
North Lanarkshire,Out Of Work Benefits,Projected,2018/19,12.391282743134695
Orkney Islands,Out Of Work Benefits,Projected,2018/19,6.258388450898365
Perth and Kinross,Out Of Work Benefits,Projected,2018/19,7.370979654458583
Renfrewshire,Out Of Work Benefits,Projected,2018/19,11.405747787260525
Scotland,Out Of Work Benefits,Projected,2018/19,10.087504360864541
Scottish Borders,Out Of Work Benefits,Projected,2018/19,8.309379253009027
Shetland Islands,Out Of Work Benefits,Projected,2018/19,5.5895998149607085
South Ayrshire,Out Of Work Benefits,Projected,2018/19,10.897057316802746
South Lanarkshire,Out Of Work Benefits,Projected,2018/19,10.93103127067326
Stirling,Out Of Work Benefits,Projected,2018/19,7.375170819514695
West Dunbartonshire,Out Of Work Benefits,Projected,2018/19,14.457914826824794
West Lothian,Out Of Work Benefits,Projected,2018/19,10.019668950671871
Aberdeen City,Out Of Work Benefits,Projected,2019/20,7.266419540875696
Aberdeenshire,Out Of Work Benefits,Projected,2019/20,5.635087068687697
Angus,Out Of Work Benefits,Projected,2019/20,9.048303234957752
Argyll and Bute,Out Of Work Benefits,Projected,2019/20,8.860875214316422
Clackmannanshire,Out Of Work Benefits,Projected,2019/20,12.061624443510151
Dumfries and Galloway,Out Of Work Benefits,Projected,2019/20,9.672652112610859
Dundee City,Out Of Work Benefits,Projected,2019/20,13.006922201566953
East Ayrshire,Out Of Work Benefits,Projected,2019/20,8.269632322813484
East Dunbartonshire,Out Of Work Benefits,Projected,2019/20,8.230947429491717
East Lothian,Out Of Work Benefits,Projected,2019/20,8.787847266312827
East Renfrewshire,Out Of Work Benefits,Projected,2019/20,8.066798941735284
"Edinburgh, City of",Out Of Work Benefits,Projected,2019/20,7.0168762240584766
Eilean Siar,Out Of Work Benefits,Projected,2019/20,7.759652650734132
Falkirk,Out Of Work Benefits,Projected,2019/20,8.502399684386178
Fife,Out Of Work Benefits,Projected,2019/20,11.201560694487
Glasgow City,Out Of Work Benefits,Projected,2019/20,12.873940378242244
Highland,Out Of Work Benefits,Projected,2019/20,10.63294117703933
Inverclyde,Out Of Work Benefits,Projected,2019/20,14.686588157202133
Midlothian,Out Of Work Benefits,Projected,2019/20,9.396998951358908
Moray,Out Of Work Benefits,Projected,2019/20,7.408059945411427
North Ayrshire,Out Of Work Benefits,Projected,2019/20,14.128674462587954
North Lanarkshire,Out Of Work Benefits,Projected,2019/20,12.173658830228566
Orkney Islands,Out Of Work Benefits,Projected,2019/20,6.239160632417183
Perth and Kinross,Out Of Work Benefits,Projected,2019/20,7.3245083501902215
Renfrewshire,Out Of Work Benefits,Projected,2019/20,11.23595947276704
Scotland,Out Of Work Benefits,Projected,2019/20,9.919611918415242
Scottish Borders,Out Of Work Benefits,Projected,2019/20,8.293403008788502
Shetland Islands,Out Of Work Benefits,Projected,2019/20,5.542653503848174
South Ayrshire,Out Of Work Benefits,Projected,2019/20,10.791468878676094
South Lanarkshire,Out Of Work Benefits,Projected,2019/20,10.77193134515625
Stirling,Out Of Work Benefits,Projected,2019/20,7.256006153225078
West Dunbartonshire,Out Of Work Benefits,Projected,2019/20,14.222566722512417
West Lothian,Out Of Work Benefits,Projected,2019/20,9.904113712943898
Aberdeen City,Out Of Work Benefits,Projected,2020/21,7.088308214331579
Aberdeenshire,Out Of Work Benefits,Projected,2020/21,5.547918412110059
Angus,Out Of Work Benefits,Projected,2020/21,8.957904503121169
Argyll and Bute,Out Of Work Benefits,Projected,2020/21,8.79953654941718
Clackmannanshire,Out Of Work Benefits,Projected,2020/21,11.857354742837082
Dumfries and Galloway,Out Of Work Benefits,Projected,2020/21,9.612658545730385
Dundee City,Out Of Work Benefits,Projected,2020/21,12.784339664016219
East Ayrshire,Out Of Work Benefits,Projected,2020/21,8.167729017825414
East Dunbartonshire,Out Of Work Benefits,Projected,2020/21,8.176475136214243
East Lothian,Out Of Work Benefits,Projected,2020/21,8.630468585616894
East Renfrewshire,Out Of Work Benefits,Projected,2020/21,7.931483326231898
"Edinburgh, City of",Out Of Work Benefits,Projected,2020/21,6.872972333651709
Eilean Siar,Out Of Work Benefits,Projected,2020/21,7.631474386607988
Falkirk,Out Of Work Benefits,Projected,2020/21,8.403201863418232
Fife,Out Of Work Benefits,Projected,2020/21,11.070516808747193
Glasgow City,Out Of Work Benefits,Projected,2020/21,12.529506564070974
Highland,Out Of Work Benefits,Projected,2020/21,10.480684093547833
Inverclyde,Out Of Work Benefits,Projected,2020/21,14.498892395873469
Midlothian,Out Of Work Benefits,Projected,2020/21,9.345577211639792
Moray,Out Of Work Benefits,Projected,2020/21,7.343979860990331
North Ayrshire,Out Of Work Benefits,Projected,2020/21,14.0401678928414
North Lanarkshire,Out Of Work Benefits,Projected,2020/21,11.965643388741135
Orkney Islands,Out Of Work Benefits,Projected,2020/21,6.223093716726156
Perth and Kinross,Out Of Work Benefits,Projected,2020/21,7.282030961634704
Renfrewshire,Out Of Work Benefits,Projected,2020/21,11.067229606498367
Scotland,Out Of Work Benefits,Projected,2020/21,9.758016696768653
Scottish Borders,Out Of Work Benefits,Projected,2020/21,8.281545024485466
Shetland Islands,Out Of Work Benefits,Projected,2020/21,5.502578694154918
South Ayrshire,Out Of Work Benefits,Projected,2020/21,10.697420412817658
South Lanarkshire,Out Of Work Benefits,Projected,2020/21,10.617557159410229
Stirling,Out Of Work Benefits,Projected,2020/21,7.141773942827795
West Dunbartonshire,Out Of Work Benefits,Projected,2020/21,13.992970501942054
West Lothian,Out Of Work Benefits,Projected,2020/21,9.795832254735144
Aberdeen City,Crime Rate,Raw data,2006/07,1158.3333333333333
Aberdeenshire,Crime Rate,Raw data,2006/07,461
Angus,Crime Rate,Raw data,2006/07,534
Argyll and Bute,Crime Rate,Raw data,2006/07,569.3333333333334
Clackmannanshire,Crime Rate,Raw data,2006/07,833.3333333333334
Dumfries and Galloway,Crime Rate,Raw data,2006/07,668.3333333333334
Dundee City,Crime Rate,Raw data,2006/07,1128
East Ayrshire,Crime Rate,Raw data,2006/07,719.3333333333334
East Dunbartonshire,Crime Rate,Raw data,2006/07,466
East Lothian,Crime Rate,Raw data,2006/07,538
East Renfrewshire,Crime Rate,Raw data,2006/07,486.3333333333333
"Edinburgh, City of",Crime Rate,Raw data,2006/07,1115.6666666666667
Eilean Siar,Crime Rate,Raw data,2006/07,392.3333333333333
Falkirk,Crime Rate,Raw data,2006/07,671.6666666666666
Fife,Crime Rate,Raw data,2006/07,896
Glasgow City,Crime Rate,Raw data,2006/07,1343
Highland,Crime Rate,Raw data,2006/07,630.3333333333334
Inverclyde,Crime Rate,Raw data,2006/07,899.3333333333334
Midlothian,Crime Rate,Raw data,2006/07,908
Moray,Crime Rate,Raw data,2006/07,627.3333333333334
North Ayrshire,Crime Rate,Raw data,2006/07,783.3333333333334
North Lanarkshire,Crime Rate,Raw data,2006/07,781.6666666666666
Orkney Islands,Crime Rate,Raw data,2006/07,273.6666666666667
Perth and Kinross,Crime Rate,Raw data,2006/07,584.3333333333334
Renfrewshire,Crime Rate,Raw data,2006/07,840.3333333333334
Scotland,Crime Rate,Raw data,2006/07,832.3333333333334
Scottish Borders,Crime Rate,Raw data,2006/07,512.3333333333334
Shetland Islands,Crime Rate,Raw data,2006/07,351.3333333333333
South Ayrshire,Crime Rate,Raw data,2006/07,670.6666666666666
South Lanarkshire,Crime Rate,Raw data,2006/07,672.6666666666666
Stirling,Crime Rate,Raw data,2006/07,685.6666666666666
West Dunbartonshire,Crime Rate,Raw data,2006/07,1009.3333333333334
West Lothian,Crime Rate,Raw data,2006/07,784
Aberdeen City,Crime Rate,Raw data,2007/08,1107.6666666666667
Aberdeenshire,Crime Rate,Raw data,2007/08,420.6666666666667
Angus,Crime Rate,Raw data,2007/08,520.3333333333334
Argyll and Bute,Crime Rate,Raw data,2007/08,557.3333333333334
Clackmannanshire,Crime Rate,Raw data,2007/08,897
Dumfries and Galloway,Crime Rate,Raw data,2007/08,615
Dundee City,Crime Rate,Raw data,2007/08,1058.3333333333333
East Ayrshire,Crime Rate,Raw data,2007/08,702.6666666666666
East Dunbartonshire,Crime Rate,Raw data,2007/08,432.3333333333333
East Lothian,Crime Rate,Raw data,2007/08,512
East Renfrewshire,Crime Rate,Raw data,2007/08,452
"Edinburgh, City of",Crime Rate,Raw data,2007/08,1056
Eilean Siar,Crime Rate,Raw data,2007/08,397.3333333333333
Falkirk,Crime Rate,Raw data,2007/08,648.3333333333334
Fife,Crime Rate,Raw data,2007/08,802.6666666666666
Glasgow City,Crime Rate,Raw data,2007/08,1291.6666666666667
Highland,Crime Rate,Raw data,2007/08,629
Inverclyde,Crime Rate,Raw data,2007/08,839.6666666666666
